epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,14.2092,0.5304,2.06052,1.08632,0.00333,1,0.995,0.87751,0.55638,4.13846,1.21268,0.000544477,0.000544477,0.000544477
30,14.7361,0.48706,2.11779,1.15563,0.00333,1,0.995,0.87751,0.55638,4.13846,1.21268,0.000563348,0.000563348,0.000563348
31,15.2277,0.51696,2.10065,1.04056,0.00337,1,0.995,0.8899,0.48426,4.17235,1.18309,0.00058218,0.00058218,0.00058218
32,15.7009,0.56785,1.86794,0.98484,0.00337,1,0.995,0.8899,0.48426,4.17235,1.18309,0.000600972,0.000600972,0.000600972
33,16.1729,0.54362,2.99668,1.10119,0.87688,1,0.9875,0.8158,0.51387,4.08334,1.20762,0.000619725,0.000619725,0.000619725
34,16.6362,0.56719,2.13262,0.95239,0.87688,1,0.9875,0.8158,0.51387,4.08334,1.20762,0.000638438,0.000638438,0.000638438
35,17.1018,0.60039,2.52986,1.10871,1,0.82622,0.9875,0.82241,0.55555,4.06494,1.24151,0.000657111,0.000657111,0.000657111
36,17.5588,0.47677,1.71525,0.89108,1,0.82622,0.9875,0.82241,0.55555,4.06494,1.24151,0.000675745,0.000675745,0.000675745
37,18.0259,0.62476,2.10037,1.04306,1,0.58398,0.98115,0.8512,0.54804,4.17695,1.14298,0.000694339,0.000694339,0.000694339
38,18.4879,0.65292,1.93463,1.13657,1,0.58398,0.98115,0.8512,0.54804,4.17695,1.14298,0.000712894,0.000712894,0.000712894
39,18.9525,0.51581,2.2149,1.07261,1,0.52522,0.9875,0.838,0.57984,4.24851,1.15685,0.000731409,0.000731409,0.000731409
40,19.4581,0.589,2.06488,1.05113,1,0.52522,0.9875,0.838,0.57984,4.24851,1.15685,0.000749884,0.000749884,0.000749884
41,19.9282,0.69724,2.14698,1.06278,0.02128,1,0.97571,0.81434,0.55754,4.28718,1.13616,0.00076832,0.00076832,0.00076832
42,20.3878,0.70824,2.44695,1.02265,0.02128,1,0.97571,0.81434,0.55754,4.28718,1.13616,0.000786716,0.000786716,0.000786716
43,20.8549,0.54913,1.9481,0.96528,0.00333,1,0.8945,0.69718,0.56577,4.3106,1.20833,0.000805073,0.000805073,0.000805073
44,21.3135,0.62621,1.77898,1.07621,0.00333,1,0.8945,0.69718,0.56577,4.3106,1.20833,0.00082339,0.00082339,0.00082339
45,21.7881,0.7195,1.98794,1.11161,0.79969,0.90909,0.96282,0.79503,0.52771,4.13731,1.16404,0.000841667,0.000841667,0.000841667
46,22.2482,0.55818,1.94992,1.0009,0.79969,0.90909,0.96282,0.79503,0.52771,4.13731,1.16404,0.000859905,0.000859905,0.000859905
47,22.7208,0.52926,1.55277,0.9722,0.88426,0.81818,0.956,0.81798,0.55397,4.08053,1.15205,0.000878103,0.000878103,0.000878103
48,23.1801,0.63361,1.74004,1.02451,0.88426,0.81818,0.956,0.81798,0.55397,4.08053,1.15205,0.000896262,0.000896262,0.000896262
49,23.6477,0.56112,1.66862,1.06074,0.95311,0.90909,0.96,0.79642,0.56268,3.64222,1.25515,0.000914381,0.000914381,0.000914381
50,24.1041,0.74844,2.59984,1.19122,0.95311,0.90909,0.96,0.79642,0.56268,3.64222,1.25515,0.00093246,0.00093246,0.00093246
51,24.6166,0.78591,2.23459,1.19872,0.94987,0.81818,0.89214,0.67723,0.69169,4.06281,1.46815,0.0009505,0.0009505,0.0009505
52,25.0732,0.72315,1.84618,1.18676,0.94987,0.81818,0.89214,0.67723,0.69169,4.06281,1.46815,0.0009685,0.0009685,0.0009685
53,25.5308,0.60866,1.53752,0.96221,0.94987,0.81818,0.89214,0.67723,0.69169,4.06281,1.46815,0.000986461,0.000986461,0.000986461
54,25.9974,0.52673,1.76029,0.9656,0.89594,0.78494,0.87525,0.61236,0.84583,4.19697,1.64462,0.00100438,0.00100438,0.00100438
55,26.4562,0.54203,1.91254,0.9994,0.89594,0.78494,0.87525,0.61236,0.84583,4.19697,1.64462,0.00102226,0.00102226,0.00102226
56,26.9123,0.56095,2.10674,0.95939,0.89594,0.78494,0.87525,0.61236,0.84583,4.19697,1.64462,0.0010401,0.0010401,0.0010401
57,27.3885,0.64746,1.97884,1.06172,0.94953,0.81818,0.88473,0.70612,0.75175,3.81158,1.43741,0.00105791,0.00105791,0.00105791
58,27.8486,0.62893,2.11512,1.10079,0.94953,0.81818,0.88473,0.70612,0.75175,3.81158,1.43741,0.00107567,0.00107567,0.00107567
59,28.3093,0.61987,1.74602,1.10007,0.94953,0.81818,0.88473,0.70612,0.75175,3.81158,1.43741,0.00109339,0.00109339,0.00109339
60,28.778,0.58289,1.72762,1.04174,0.99918,0.81818,0.88156,0.69248,0.72516,3.54039,1.31083,0.00111108,0.00111108,0.00111108
61,29.2931,0.64676,1.64119,0.98987,0.99918,0.81818,0.88156,0.69248,0.72516,3.54039,1.31083,0.00112872,0.00112872,0.00112872
62,29.764,0.49774,1.45437,0.93622,0.99918,0.81818,0.88156,0.69248,0.72516,3.54039,1.31083,0.00114632,0.00114632,0.00114632
63,30.3106,0.68956,1.5835,1.0434,1,0.89124,0.92237,0.58283,0.91078,3.0029,1.37603,0.00116389,0.00116389,0.00116389
64,30.7808,0.74968,2.05521,1.03812,1,0.89124,0.92237,0.58283,0.91078,3.0029,1.37603,0.00118141,0.00118141,0.00118141
65,31.2384,0.70547,1.64253,1.03082,1,0.89124,0.92237,0.58283,0.91078,3.0029,1.37603,0.0011989,0.0011989,0.0011989
66,31.7078,0.81049,2.17587,1.23054,0.94915,0.81818,0.96282,0.54177,1.0016,3.17816,1.47178,0.00121635,0.00121635,0.00121635
67,32.1674,0.53226,1.40016,1.02749,0.94915,0.81818,0.96282,0.54177,1.0016,3.17816,1.47178,0.00123375,0.00123375,0.00123375
68,32.6262,0.56604,1.47659,1.03956,0.94915,0.81818,0.96282,0.54177,1.0016,3.17816,1.47178,0.00125112,0.00125112,0.00125112
69,33.0922,0.47988,1.25358,0.95271,0.80375,0.74602,0.78679,0.44709,1.05258,3.42894,1.47968,0.00126844,0.00126844,0.00126844
70,33.5463,0.63942,1.51326,1.02225,0.80375,0.74602,0.78679,0.44709,1.05258,3.42894,1.47968,0.00128573,0.00128573,0.00128573
71,34.0489,0.4941,1.52879,0.94026,0.80375,0.74602,0.78679,0.44709,1.05258,3.42894,1.47968,0.00130298,0.00130298,0.00130298
72,34.5169,0.80018,1.9797,1.10142,0.96225,0.81818,0.86478,0.45925,1.0723,3.29221,1.42904,0.00132019,0.00132019,0.00132019
73,34.9755,0.53871,1.60905,1.03756,0.96225,0.81818,0.86478,0.45925,1.0723,3.29221,1.42904,0.00133736,0.00133736,0.00133736
74,35.4357,0.66005,1.54871,1.13424,0.96225,0.81818,0.86478,0.45925,1.0723,3.29221,1.42904,0.00135449,0.00135449,0.00135449
75,35.9633,0.63338,1.83154,1.11579,0.95793,0.81818,0.89639,0.60889,1.01347,3.08972,1.45441,0.00137158,0.00137158,0.00137158
76,36.4919,0.63309,1.74537,1.11696,0.95793,0.81818,0.89639,0.60889,1.01347,3.08972,1.45441,0.00138863,0.00138863,0.00138863
77,36.9705,0.56352,1.46581,1.01394,0.95793,0.81818,0.89639,0.60889,1.01347,3.08972,1.45441,0.00140564,0.00140564,0.00140564
78,37.4371,0.5982,2.1074,1.12447,0.88314,0.72727,0.76295,0.57921,0.86746,2.77378,1.37746,0.00142261,0.00142261,0.00142261
79,37.8933,0.55194,1.43504,0.9413,0.88314,0.72727,0.76295,0.57921,0.86746,2.77378,1.37746,0.00143954,0.00143954,0.00143954
80,38.3487,0.55656,1.40253,0.96165,0.88314,0.72727,0.76295,0.57921,0.86746,2.77378,1.37746,0.00145643,0.00145643,0.00145643
81,38.8888,0.57158,1.83944,1.01367,0.97038,0.72727,0.7906,0.62444,0.92294,2.48484,1.48662,0.00147328,0.00147328,0.00147328
82,39.3429,0.58474,1.46945,1.00496,0.97038,0.72727,0.7906,0.62444,0.92294,2.48484,1.48662,0.00149009,0.00149009,0.00149009
83,39.7976,0.48455,1.71785,0.98533,0.97038,0.72727,0.7906,0.62444,0.92294,2.48484,1.48662,0.00150686,0.00150686,0.00150686
84,40.2629,0.51548,1.27029,0.94372,0.98132,0.72727,0.77951,0.53562,1.06312,2.80326,1.80636,0.0015236,0.0015236,0.0015236
85,40.722,0.56972,1.34487,0.99923,0.98132,0.72727,0.77951,0.53562,1.06312,2.80326,1.80636,0.00154029,0.00154029,0.00154029
86,41.1775,0.71334,1.51507,1.07006,0.98132,0.72727,0.77951,0.53562,1.06312,2.80326,1.80636,0.00155695,0.00155695,0.00155695
87,41.6386,0.70125,1.70065,1.13613,0.98132,0.72727,0.77951,0.53562,1.06312,2.80326,1.80636,0.00157356,0.00157356,0.00157356
88,42.1036,0.58557,1.39339,1.01137,0.49163,0.45455,0.41926,0.29178,1.14944,7.77715,1.75874,0.00159013,0.00159013,0.00159013
89,42.56,0.62078,1.63127,1.10531,0.49163,0.45455,0.41926,0.29178,1.14944,7.77715,1.75874,0.00160667,0.00160667,0.00160667
90,43.019,0.77728,1.63369,1.15984,0.49163,0.45455,0.41926,0.29178,1.14944,7.77715,1.75874,0.00162316,0.00162316,0.00162316
91,43.5203,0.62438,1.48333,1.09772,0.49163,0.45455,0.41926,0.29178,1.14944,7.77715,1.75874,0.00163962,0.00163962,0.00163962
92,43.9833,0.558,1.5472,1.02095,0.06996,0.45455,0.05533,0.02639,1.47406,11.9018,1.88205,0.00165604,0.00165604,0.00165604
93,44.4425,0.65889,1.53699,1.0613,0.06996,0.45455,0.05533,0.02639,1.47406,11.9018,1.88205,0.00167241,0.00167241,0.00167241
94,44.926,0.54623,1.43229,0.98948,0.06996,0.45455,0.05533,0.02639,1.47406,11.9018,1.88205,0.00168875,0.00168875,0.00168875
95,45.4131,0.61248,1.54464,1.01706,0.06996,0.45455,0.05533,0.02639,1.47406,11.9018,1.88205,0.00170505,0.00170505,0.00170505
96,45.8922,0.65369,1.75485,1.07343,0.05329,0.18182,0.03047,0.01658,1.60032,5.3378,2.12116,0.00172131,0.00172131,0.00172131
97,46.3758,0.80002,1.89622,1.17299,0.05329,0.18182,0.03047,0.01658,1.60032,5.3378,2.12116,0.00173752,0.00173752,0.00173752
98,46.8229,0.69246,1.90185,1.13145,0.05329,0.18182,0.03047,0.01658,1.60032,5.3378,2.12116,0.0017537,0.0017537,0.0017537
99,47.279,0.53345,1.28337,0.98578,0.05329,0.18182,0.03047,0.01658,1.60032,5.3378,2.12116,0.00176984,0.00176984,0.00176984
100,47.7415,0.62125,1.48591,1.04345,0.3737,0.45455,0.37573,0.19385,1.5043,3.14198,2.13133,0.00178594,0.00178594,0.00178594
101,48.1935,0.58598,1.39035,0.99716,0.3737,0.45455,0.37573,0.19385,1.5043,3.14198,2.13133,0.001802,0.001802,0.001802
102,48.7261,0.57784,1.35534,1.00193,0.3737,0.45455,0.37573,0.19385,1.5043,3.14198,2.13133,0.00180002,0.00180002,0.00180002
103,49.2341,0.54614,1.31751,0.96257,0.3737,0.45455,0.37573,0.19385,1.5043,3.14198,2.13133,0.00179804,0.00179804,0.00179804
104,49.6967,0.56416,1.27735,0.96239,0.8553,0.53842,0.59392,0.26703,1.6296,3.57563,2.01942,0.00179606,0.00179606,0.00179606
105,50.1499,0.57826,1.30451,1.05333,0.8553,0.53842,0.59392,0.26703,1.6296,3.57563,2.01942,0.00179408,0.00179408,0.00179408
106,50.599,0.77639,1.74119,1.18608,0.8553,0.53842,0.59392,0.26703,1.6296,3.57563,2.01942,0.0017921,0.0017921,0.0017921
107,51.0492,0.5143,1.22728,1.04647,0.8553,0.53842,0.59392,0.26703,1.6296,3.57563,2.01942,0.00179012,0.00179012,0.00179012
108,51.5809,0.679,1.47312,1.08689,0.64358,0.63636,0.60107,0.34213,1.0638,3.54885,1.57255,0.00178814,0.00178814,0.00178814
109,52.13,0.69099,1.34428,1.12281,0.64358,0.63636,0.60107,0.34213,1.0638,3.54885,1.57255,0.00178616,0.00178616,0.00178616
110,52.6017,0.61654,1.39334,1.10101,0.64358,0.63636,0.60107,0.34213,1.0638,3.54885,1.57255,0.00178418,0.00178418,0.00178418
111,53.1253,0.566,1.32329,1.06233,0.64358,0.63636,0.60107,0.34213,1.0638,3.54885,1.57255,0.0017822,0.0017822,0.0017822
112,53.7765,0.69773,1.46442,1.09763,0.59197,0.72727,0.66451,0.48371,0.81233,2.47576,1.3881,0.00178022,0.00178022,0.00178022
113,54.3097,0.61485,1.18323,1.01222,0.59197,0.72727,0.66451,0.48371,0.81233,2.47576,1.3881,0.00177824,0.00177824,0.00177824
114,54.8154,0.49398,1.39668,1.00474,0.59197,0.72727,0.66451,0.48371,0.81233,2.47576,1.3881,0.00177626,0.00177626,0.00177626
115,55.3569,0.57334,1.34709,1.0444,0.59197,0.72727,0.66451,0.48371,0.81233,2.47576,1.3881,0.00177428,0.00177428,0.00177428
116,55.829,0.49277,1.3257,0.94117,1,0.89809,0.938,0.66385,0.85326,2.25311,1.43352,0.0017723,0.0017723,0.0017723
117,56.2825,0.68446,1.81203,1.15164,1,0.89809,0.938,0.66385,0.85326,2.25311,1.43352,0.00177032,0.00177032,0.00177032
118,56.7381,0.57457,1.29239,1.04667,1,0.89809,0.938,0.66385,0.85326,2.25311,1.43352,0.00176834,0.00176834,0.00176834
119,57.1901,0.75024,1.48215,1.11969,1,0.89809,0.938,0.66385,0.85326,2.25311,1.43352,0.00176636,0.00176636,0.00176636
120,57.6496,0.54708,1.13335,0.98452,0.89122,0.74638,0.86931,0.58979,0.99249,2.45627,1.5153,0.00176438,0.00176438,0.00176438
121,58.0996,0.65,1.55175,1.02314,0.89122,0.74638,0.86931,0.58979,0.99249,2.45627,1.5153,0.0017624,0.0017624,0.0017624
122,58.5951,0.72839,1.49696,1.10027,0.89122,0.74638,0.86931,0.58979,0.99249,2.45627,1.5153,0.00176042,0.00176042,0.00176042
123,59.1136,0.78989,1.49858,1.26243,0.89122,0.74638,0.86931,0.58979,0.99249,2.45627,1.5153,0.00175844,0.00175844,0.00175844
124,59.6377,0.84668,1.59802,1.14811,0.90795,0.89766,0.88864,0.6223,0.96576,2.15417,1.56073,0.00175646,0.00175646,0.00175646
125,60.1172,0.62963,1.217,1.05871,0.90795,0.89766,0.88864,0.6223,0.96576,2.15417,1.56073,0.00175448,0.00175448,0.00175448
126,60.6698,0.73425,1.57748,1.1146,0.90795,0.89766,0.88864,0.6223,0.96576,2.15417,1.56073,0.0017525,0.0017525,0.0017525
127,61.1478,0.83102,1.58896,1.19882,0.90795,0.89766,0.88864,0.6223,0.96576,2.15417,1.56073,0.00175052,0.00175052,0.00175052
128,61.7934,0.64123,1.36069,1.03386,0.96453,0.81818,0.8799,0.69438,0.87466,1.96121,1.44925,0.00174854,0.00174854,0.00174854
129,62.4009,0.71401,1.51341,1.1397,0.96453,0.81818,0.8799,0.69438,0.87466,1.96121,1.44925,0.00174656,0.00174656,0.00174656
130,63.0123,0.56023,1.48188,1.12343,0.96453,0.81818,0.8799,0.69438,0.87466,1.96121,1.44925,0.00174458,0.00174458,0.00174458
131,63.6103,0.57633,1.22467,0.98422,0.96453,0.81818,0.8799,0.69438,0.87466,1.96121,1.44925,0.0017426,0.0017426,0.0017426
